00017595,_hypernym,00001740
00024392,_onto_nodes,00000101
00006451,_onto_nodes,00000149
00005680,_hyponym,00011319
00034316,_onto_nodes,00000028
00024014,_hypernym,00003590
00000492,_hyponym,00011670
00039531,_onto_nodes,00000027
00003475,_hyponym,00018132
00002796,_hyponym,00001784
00004605,_hypernym,00000923
00034090,_hypernym,00005432
00029571,_hypernym,00001857
00030516,_onto_nodes,00000053
00025976,_onto_nodes,00000037
00003277,_hypernym,00012149
00002349,_hypernym,00001249
00003545,_onto_nodes,00000092
00002366,_modifies_noun,00000748
00034147,_modifies_noun,00000923
00030942,_hypernym,00030662
00012149,_hyponym,00012361
00002193,_hyponym,00028850
00028271,_hypernym,00027390
00009916,_hyponym,00016953
00001930,_hyponym,00006901
00026720,_onto_nodes,00000101
00009967,_hyponym,00015360
00039322,_hypernym,00034700
00000440,_hypernym,00000020
00001973,_hyponym,00003981
00019071,_onto_nodes,00000216
00005696,_entailment,00011598
00000061,_onto_nodes,00000101
00011666,_hypernym,00003046
00000183,_hyponym,00035939
00003645,_hyponym,00032895
00038908,_modifies_noun,00000748
00027109,_onto_nodes,00000092
00000672,_hyponym,00017395
00032507,_hypernym,00002484
00008575,_hypernym,00001957
00006594,_hyponym,00019225
00003871,_hyponym,00030957
00006395,_hypernym,00006394
00029294,_hypernym,00003907
00011787,_holonym,00000401
00001403,_hyponym,00016602
00002022,_hyponym,00034745
00034853,_hypernym,00035368
00015294,_modifies_noun,00000652
00012643,_hypernym,00000196
00034390,_onto_nodes,00000027
00012218,_onto_nodes,00000114
00038420,_attributes,00005916
00010484,_antonym,00012154
00024656,_onto_nodes,00000037
00001435,_hyponym,00001436
00010867,_hyponym,00029868
00009482,_meronym,00000474
00009649,_onto_nodes,00000169
00003698,_hypernym,00002371
00003346,_hyponym,00003070
00003305,_onto_nodes,00000062
00016339,_onto_nodes,00000150
00013518,_onto_nodes,00000003
00013212,_onto_nodes,00000062
00037399,_hypernym,00000141
00004856,_gradation,00007158
00014082,_onto_nodes,00000173
00003732,_onto_nodes,00000037
00016225,_modifies_noun,00000923
00006449,_hypernym,00000652
00004919,_onto_nodes,00000052
00001450,_onto_nodes,00000101
00028995,_hypernym,00004374
00023752,_onto_nodes,00000101
00038933,_onto_nodes,00000052
00003358,_hypernym,00006267
00037104,_modifies_noun,00006506
00001345,_onto_nodes,00000111
00026348,_onto_nodes,00000027
00009444,_onto_nodes,00000144
00032105,_attributes,00005047
00005452,_hypernym,00001627
00000940,_hyponym,00019396
00028311,_onto_nodes,00000027
00000878,_hyponym,00009888
00037007,_modifies_noun,00000652
00021639,_onto_nodes,00000028
00033566,_hypernym,00023346
00037748,_onto_nodes,00000148
00034406,_onto_nodes,00000020
00001857,_hyponym,00031089
00028186,_onto_nodes,00000149
00004133,_modifies_noun,00002325
00026225,_hypernym,00002957
00000940,_hyponym,00039352
00006986,_onto_nodes,00000027
00000205,_hypernym,00000652
00030020,_hypernym,00009150
00008528,_hyponym,00036537
00032796,_onto_nodes,00000050
00001423,_hyponym,00018216
00001070,_hyponym,00038709
00005678,_onto_nodes,00000047
00025817,_hypernym,00000233
00033142,_onto_nodes,00000052
00027339,_hypernym,00007766
00007440,_hyponym,00020647
00006734,_hyponym,00015376
00026149,_onto_nodes,00000053
00036330,_onto_nodes,00000050
00016473,_onto_nodes,00000086
00003562,_hyponym,00013436
00003958,_holonym,00014173
00023864,_hypernym,00000073
00036111,_hypernym,00025264
00000955,_hypernym,00000950
00026515,_onto_nodes,00000186
00026522,_hyponym,00013595
00020429,_onto_nodes,00000007
00009696,_hyponym,00039768
00031048,_onto_nodes,00000007
00017811,_hypernym,00002183
00039973,_hypernym,00026699
00015268,_hypernym,00004500
00001891,_hypernym,00003005
00040148,_modifies_noun,00000652
00003591,_onto_nodes,00000160
00038086,_onto_nodes,00000101
00035230,_onto_nodes,00000043
00012419,_hypernym,00002063
00013666,_hypernym,00003139
00005348,_onto_nodes,00000123
00000857,_verb,00003295
00000183,_hyponym,00034910
00022270,_hypernym,00010131
00033661,_hypernym,00003822
00026706,_meronym,00023454
00003850,_modifies_noun,00000652
00024292,_hypernym,00004374
00021446,_also_see,00001011
00024671,_hypernym,00006197
00023303,_hypernym,00000183
00027863,_hypernym,00003136
00033163,_onto_nodes,00000053
00022775,_onto_nodes,00000027
00005192,_onto_nodes,00000020
00005644,_onto_nodes,00000101
00000183,_hyponym,00031324
00001543,_hyponym,00040078
00024475,_onto_nodes,00000037
00022569,_modifies_noun,00000652
00023276,_hypernym,00001423
00039811,_attributes,00005703
00015098,_onto_nodes,00000106
00009967,_hyponym,00039162
00001723,_onto_nodes,00000155
00021922,_modifies_noun,00000923
00002183,_hyponym,00019223
00036377,_onto_nodes,00000027
00003242,_modifies_noun,00000183
00001781,_antonym,00001782
00009047,_onto_nodes,00000027
00034229,_hypernym,00030044
00001017,_hypernym,00001236
00000923,_hyponym,00036153
00031441,_onto_nodes,00000173
00001799,_hyponym,00017228
00001885,_hyponym,00010885
00014867,_onto_nodes,00000186
00016888,_onto_nodes,00000027
00021361,_onto_nodes,00000053
00008049,_hyponym,00029498
00003575,_hyponym,00027401
00028743,_onto_nodes,00000092
00014847,_onto_nodes,00000028
00020831,_onto_nodes,00000037
00008543,_onto_nodes,00000027
00013743,_also_see,00013742
00004924,_holonym,00003462
00016758,_hypernym,00007960
00006238,_antonym,00009158
00020018,_hyponym,00020167
00032258,_hypernym,00000183
00004040,_modifies_noun,00012149
00003358,_onto_nodes,00000029
00036941,_onto_nodes,00000058
00033951,_onto_nodes,00000020
00000625,_hypernym,00000282
00002687,_modifies_noun,00007908
00007658,_hypernym,00000196
00030701,_onto_nodes,00000055
00032401,_onto_nodes,00000028
00003345,_hyponym,00000488
00017773,_onto_nodes,00000032
00009380,_hypernym,00012822
00003282,_hyponym,00015753
00004551,_hyponym,00031452
00008128,_hyponym,00009466
00001928,_hyponym,00036839
00027553,_onto_nodes,00000045
00036879,_hypernym,00001715
00003265,_onto_nodes,00000037
00036536,_modifies_noun,00012149
00015798,_hypernym,00003590
00004990,_hyponym,00039410
00001872,_hypernym,00003139
00013063,_hypernym,00003375
00015052,_onto_nodes,00000027
00034530,_hypernym,00012919
00020254,_modifies_noun,00000387
00000233,_hyponym,00025142
00038841,_onto_nodes,00000055
00007547,_hyponym,00007290
00003528,_hypernym,00003226
00014143,_onto_nodes,00000204
00014858,_onto_nodes,00000086
00024418,_onto_nodes,00000037
00006003,_meronym,00008422
00001844,_onto_nodes,00000101
00008842,_meronym,00003288
00015907,_hypernym,00000183
00009782,_modifies_noun,00002954
00021520,_hypernym,00003463
00035283,_onto_nodes,00000037
00035327,_hypernym,00000246
00012903,_onto_nodes,00000062
00036046,_hypernym,00003139
00024110,_hyponym,00039870
00020339,_onto_nodes,00000066
00001857,_hyponym,00021281
00005123,_hypernym,00010788
00005642,_hyponym,00019350
00015880,_onto_nodes,00000023
00028021,_modifies_noun,00000923
00033784,_onto_nodes,00000062
00027150,_onto_nodes,00000053
00003833,_hyponym,00009979
00011037,_hyponym,00007462
00038143,_hyponym,00038140
00013518,_hypernym,00004404
00021772,_onto_nodes,00000052
00019783,_onto_nodes,00000101
00034465,_hypernym,00003562
00026915,_hypernym,00026916
00001583,_hyponym,00023244
00002022,_hyponym,00028373
00008736,_modifies_noun,00012149
00031868,_hypernym,00001856
00034303,_modifies_noun,00005643
00007344,_entailment,00006235
00000196,_hyponym,00008975
00022411,_onto_nodes,00000044
00012149,_hyponym,00012115
00034830,_onto_nodes,00000186
00002973,_onto_nodes,00000173
00004946,_modifies_noun,00000923
00010603,_meronym,00007252
00013430,_hypernym,00001664
00000266,_modifies_noun,00000923
00032731,_onto_nodes,00000027
00001111,_verb,00012436
00037999,_onto_nodes,00000150
00022637,_hypernym,00000196
00021501,_onto_nodes,00000029
00010668,_onto_nodes,00000020
00003871,_hyponym,00024713
00019553,_onto_nodes,00000092
00007298,_hyponym,00026938
00005405,_meronym,00007153
00025116,_hypernym,00003871
00031537,_hypernym,00001585
00000624,_hypernym,00000317
00039721,_hypernym,00000196
00000477,_onto_nodes,00000079
00024930,_onto_nodes,00000037
00017960,_also_see,00003562
00010796,_hyponym,00020861
00007774,_holonym,00005746
00029288,_also_see,00020277
00002918,_onto_nodes,00000027
00032275,_hypernym,00000073
00021907,_hypernym,00006326
00000995,_hyponym,00010589
00040234,_antonym,00026842
00023652,_hypernym,00007670
00017303,_hypernym,00002349
00002143,_hypernym,00005705
00006410,_onto_nodes,00000169
00036644,_hyponym,00036646
00026426,_onto_nodes,00000020
00000233,_hyponym,00025945
00007357,_onto_nodes,00000028
00001330,_onto_nodes,00000092
00029621,_onto_nodes,00000173
00000196,_hyponym,00018710
00033710,_hypernym,00002023
00000489,_onto_nodes,00000027
00000474,_holonym,00005015
00002282,_modifies_noun,00002968
00021463,_hypernym,00000196
00001856,_hyponym,00020272
00000123,_onto_nodes,00000095
00017993,_hypernym,00012149
00033569,_onto_nodes,00000017
00021678,_onto_nodes,00000150
00012576,_hypernym,00000183
00040168,_onto_nodes,00000143
00005559,_onto_nodes,00000183
00012224,_onto_nodes,00000029
00028742,_hypernym,00000196
00006651,_hypernym,00000183
00008851,_antonym,00022269
00001697,_meronym,00022037
00018895,_onto_nodes,00000053
00008816,_onto_nodes,00000053
00023158,_hypernym,00005256
00012511,_hypernym,00010794
00039608,_onto_nodes,00000029
00000662,_hyponym,00007153
00030473,_onto_nodes,00000037
00034644,_meronym,00038207
00035814,_hypernym,00000224
00002120,_hyponym,00029229
00026603,_hypernym,00010798
00015466,_modifies_noun,00012149
00001715,_hyponym,00007006
00033105,_onto_nodes,00000062
00037270,_hypernym,00006703
00003214,_antonym,00003522
00000233,_hyponym,00024639
00030786,_hypernym,00019311
00036920,_onto_nodes,00000027
00007656,_meronym,00004430
00020004,_onto_nodes,00000020
00032195,_holonym,00032194
00020433,_hypernym,00000183
00018567,_onto_nodes,00000052
00004494,_hypernym,00001856
00012084,_also_see,00012082
00014391,_onto_nodes,00000081
00036396,_onto_nodes,00000204
00034551,_hypernym,00005706
00027613,_onto_nodes,00000046
00014641,_hypernym,00003136
00025501,_onto_nodes,00000092
00026330,_hypernym,00001856
00002670,_hypernym,00000848
00012677,_onto_nodes,00000169
00011543,_hypernym,00004818
00039383,_onto_nodes,00000101
00007409,_also_see,00000987
00000659,_onto_nodes,00000149
00000196,_hyponym,00025518
00007061,_hyponym,00007280
00021317,_onto_nodes,00000092
00028085,_onto_nodes,00000027
00000020,_hyponym,00026634
00003871,_hyponym,00024495
00018479,_hyponym,00029159
00014494,_hyponym,00032774
00016106,_hyponym,00020907
00017797,_hypernym,00006594
00015280,_modifies_noun,00012149
00005997,_onto_nodes,00000007
00003165,_hyponym,00021627
00005242,_hypernym,00003345
00037157,_modifies_noun,00000923
00011837,_onto_nodes,00000147
00013704,_hypernym,00009343
00014903,_hypernym,00002649
00003871,_hyponym,00024472
00003907,_hyponym,00029107
00008793,_onto_nodes,00000132
00037726,_onto_nodes,00000037
00005773,_hyponym,00001803
00022720,_onto_nodes,00000053
00000196,_hyponym,00001741
00010775,_hyponym,00036705
00003620,_hypernym,00003617
00000020,_hyponym,00013979
00000858,_hyponym,00027373
00000278,_hyponym,00027808
00009001,_hypernym,00000165
00002817,_hypernym,00001588
00028955,_hypernym,00026475
00004035,_hyponym,00001758
00010813,_onto_nodes,00000108
00008987,_onto_nodes,00000028
00006556,_onto_nodes,00000027
00030249,_hypernym,00005774
00002736,_hypernym,00001709
00003562,_hyponym,00009669
00009999,_onto_nodes,00000049
00026401,_onto_nodes,00000020
00002996,_hyponym,00001852
00013128,_hyponym,00025755
00034891,_onto_nodes,00000148
00016390,_onto_nodes,00000058
00035362,_onto_nodes,00000044
00026362,_onto_nodes,00000037
00023776,_hyponym,00034948
00029589,_hypernym,00004430
00030834,_hypernym,00016169
